SampleID	PatientID	Accession	BioProject	AccessionShotgun	Pool	run_prefix	instrument_model	platform	target_gene
1642N	1642	SRR11115419	PRJNA607574		871	1642N..pool871	Illumina MiSeq	Illumina	16S rRNA
1642O	1642	SRR11115417	PRJNA607574		871	1642O..pool871	Illumina MiSeq	Illumina	16S rRNA
1642P	1642	SRR11115416	PRJNA607574		871	1642P..pool871	Illumina MiSeq	Illumina	16S rRNA
1642Q	1642	SRR11115415	PRJNA607574		871	1642Q..pool871	Illumina MiSeq	Illumina	16S rRNA
1642R	1642	SRR11115414	PRJNA607574		871	1642R..pool871	Illumina MiSeq	Illumina	16S rRNA
1642S	1642	SRR11115413	PRJNA607574		871	1642S..pool871	Illumina MiSeq	Illumina	16S rRNA
1642U	1642	SRR11397114	PRJNA607574		871	1642U..pool871	Illumina MiSeq	Illumina	16S rRNA
1642V	1642	SRR11115411	PRJNA607574		871	1642V..pool871	Illumina MiSeq	Illumina	16S rRNA
1642W	1642	SRR11115410	PRJNA607574		871	1642W..pool871	Illumina MiSeq	Illumina	16S rRNA
164A	164	SRR11420848	PRJNA545312		540	164A..pool540	Illumina MiSeq	Illumina	16S rRNA
164B	164	SRR11420847	PRJNA545312		540	164B..pool540	Illumina MiSeq	Illumina	16S rRNA
164C	164	SRR11420846	PRJNA545312		540	164C..pool540	Illumina MiSeq	Illumina	16S rRNA
166A	166	SRR11420843	PRJNA545312		540	166A..pool540	Illumina MiSeq	Illumina	16S rRNA
166B	166	SRR11420842	PRJNA545312		540	166B..pool540	Illumina MiSeq	Illumina	16S rRNA
166C	166	SRR11420841	PRJNA545312		540	166C..pool540	Illumina MiSeq	Illumina	16S rRNA
166E	166	SRR11420839	PRJNA545312		540	166E..pool540	Illumina MiSeq	Illumina	16S rRNA
167A	167	SRR11420837	PRJNA545312		540	167A..pool540	Illumina MiSeq	Illumina	16S rRNA
167B	167	SRR11420836	PRJNA545312		540	167B..pool540	Illumina MiSeq	Illumina	16S rRNA
167D	167	SRR11420835	PRJNA545312		540	167D..pool540	Illumina MiSeq	Illumina	16S rRNA
167E	167	SRR11420833	PRJNA545312		540	167E..pool540	Illumina MiSeq	Illumina	16S rRNA
167F	167	SRR11420832	PRJNA545312		540	167F..pool540	Illumina MiSeq	Illumina	16S rRNA
167G	167	SRR11420831	PRJNA545312		540	167G..pool540	Illumina MiSeq	Illumina	16S rRNA
167H	167	SRR11420830	PRJNA545312		540	167H..pool540	Illumina MiSeq	Illumina	16S rRNA
167I	167	SRR11420829	PRJNA545312		502	167I..pool502	Illumina MiSeq	Illumina	16S rRNA
168A	168	SRR11420828	PRJNA545312		540	168A..pool540	Illumina MiSeq	Illumina	16S rRNA
168B	168	SRR11420827	PRJNA545312		540	168B..pool540	Illumina MiSeq	Illumina	16S rRNA
168C	168	SRR11420826	PRJNA545312		540	168C..pool540	Illumina MiSeq	Illumina	16S rRNA
1698A	1698	SRR11140510	PRJNA606262		871	1698A..pool871	Illumina MiSeq	Illumina	16S rRNA
1698B	1698	SRR11140509	PRJNA606262		871	1698B..pool871	Illumina MiSeq	Illumina	16S rRNA
1698C	1698	SRR11140508	PRJNA606262		871	1698C..pool871	Illumina MiSeq	Illumina	16S rRNA
1698D	1698	SRR11140506	PRJNA606262		871	1698D..pool871	Illumina MiSeq	Illumina	16S rRNA
1698E	1698	SRR11396674	PRJNA607574		871	1698E..pool871	Illumina MiSeq	Illumina	16S rRNA
1698F	1698	SRR11396673	PRJNA607574		871	1698F..pool871	Illumina MiSeq	Illumina	16S rRNA
1725A	1725	SRR11139568	PRJNA606262		871	1725A..pool871	Illumina MiSeq	Illumina	16S rRNA
1725B	1725	SRR11139567	PRJNA606262		871	1725B..pool871	Illumina MiSeq	Illumina	16S rRNA
1725C	1725	SRR11139566	PRJNA606262		871	1725C..pool871	Illumina MiSeq	Illumina	16S rRNA
1725D	1725	SRR11139565	PRJNA606262		871	1725D..pool871	Illumina MiSeq	Illumina	16S rRNA
1725E	1725	SRR11139564	PRJNA606262		871	1725E..pool871	Illumina MiSeq	Illumina	16S rRNA
172B	172	SRR11420824	PRJNA545312		540	172B..pool540	Illumina MiSeq	Illumina	16S rRNA
172F	172	SRR11420818	PRJNA545312		540	172F..pool540	Illumina MiSeq	Illumina	16S rRNA
172G	172	SRR11420817	PRJNA545312		540	172G..pool540	Illumina MiSeq	Illumina	16S rRNA
172H	172	SRR11420816	PRJNA545312		540	172H..pool540	Illumina MiSeq	Illumina	16S rRNA
172I	172	SRR11420815	PRJNA545312		540	172I..pool540	Illumina MiSeq	Illumina	16S rRNA
172J	172	SRR11420814	PRJNA545312		540	172J..pool540	Illumina MiSeq	Illumina	16S rRNA
173A	173	SRR11420812	PRJNA545312		540	173A..pool540	Illumina MiSeq	Illumina	16S rRNA
173B	173	SRR11420810	PRJNA545312		540	173B..pool540	Illumina MiSeq	Illumina	16S rRNA
173C	173	SRR11420809	PRJNA545312		540	173C..pool540	Illumina MiSeq	Illumina	16S rRNA
173E	173	SRR11420807	PRJNA545312		540	173E..pool540	Illumina MiSeq	Illumina	16S rRNA
173F	173	SRR11420806	PRJNA545312		540	173F..pool540	Illumina MiSeq	Illumina	16S rRNA
175A	175	SRR11420804	PRJNA545312		540	175A..pool540	Illumina MiSeq	Illumina	16S rRNA
175B	175	SRR11420803	PRJNA545312		540	175B..pool540	Illumina MiSeq	Illumina	16S rRNA
175C	175	SRR11420802	PRJNA545312		540	175C..pool540	Illumina MiSeq	Illumina	16S rRNA
175D	175	SRR11420801	PRJNA545312		540	175D..pool540	Illumina MiSeq	Illumina	16S rRNA
177A	177	SRR11420799	PRJNA545312		540	177A..pool540	Illumina MiSeq	Illumina	16S rRNA
177B	177	SRR11420798	PRJNA545312		540	177B..pool540	Illumina MiSeq	Illumina	16S rRNA
177C	177	SRR11420797	PRJNA545312		540	177C..pool540	Illumina MiSeq	Illumina	16S rRNA
1789L	1789	SRR11115284	PRJNA607574		871	1789L..pool871	Illumina MiSeq	Illumina	16S rRNA
1789M	1789	SRR11115283	PRJNA607574		871	1789M..pool871	Illumina MiSeq	Illumina	16S rRNA
1789N	1789	SRR11115282	PRJNA607574		871	1789N..pool871	Illumina MiSeq	Illumina	16S rRNA
1789O	1789	SRR11115281	PRJNA607574		871	1789O..pool871	Illumina MiSeq	Illumina	16S rRNA
1789P	1789	SRR11115280	PRJNA607574		871	1789P..pool871	Illumina MiSeq	Illumina	16S rRNA
178A	178	SRR11420795	PRJNA545312		540	178A..pool540	Illumina MiSeq	Illumina	16S rRNA
178B	178	SRR11420794	PRJNA545312		540	178B..pool540	Illumina MiSeq	Illumina	16S rRNA
178C	178	SRR11420793	PRJNA545312		540	178C..pool540	Illumina MiSeq	Illumina	16S rRNA
178D	178	SRR11420792	PRJNA545312		540	178D..pool540	Illumina MiSeq	Illumina	16S rRNA
1802K	1802	SRR11115256	PRJNA607574		871	1802K..pool871	Illumina MiSeq	Illumina	16S rRNA
1802M	1802	SRR11115255	PRJNA607574		871	1802M..pool871	Illumina MiSeq	Illumina	16S rRNA
1802N	1802	SRR11115254	PRJNA607574		871	1802N..pool871	Illumina MiSeq	Illumina	16S rRNA
1802O	1802	SRR11115253	PRJNA607574		871	1802O..pool871	Illumina MiSeq	Illumina	16S rRNA
1802P	1802	SRR11115252	PRJNA607574		871	1802P..pool871	Illumina MiSeq	Illumina	16S rRNA
1809I	1809	SRR9270386	PRJNA548153		871	1809I..pool871	Illumina MiSeq	Illumina	16S rRNA
1809K	1809	SRR11115244	PRJNA607574		871	1809K..pool871	Illumina MiSeq	Illumina	16S rRNA
1809L	1809	SRR11115243	PRJNA607574		871	1809L..pool871	Illumina MiSeq	Illumina	16S rRNA
1809M	1809	SRR11115242	PRJNA607574		871	1809M..pool871	Illumina MiSeq	Illumina	16S rRNA
1809N	1809	SRR11115241	PRJNA607574		871	1809N..pool871	Illumina MiSeq	Illumina	16S rRNA
1814G	1814	SRR9270378	PRJNA548153		871	1814G..pool871	Illumina MiSeq	Illumina	16S rRNA
1814L	1814	SRR9270377	PRJNA548153		871	1814L..pool871	Illumina MiSeq	Illumina	16S rRNA
1814M	1814	SRR9270351	PRJNA548153		871	1814M..pool871	Illumina MiSeq	Illumina	16S rRNA
1814N	1814	SRR9270352	PRJNA548153		871	1814N..pool871	Illumina MiSeq	Illumina	16S rRNA
1814O	1814	SRR9270349	PRJNA548153		871	1814O..pool871	Illumina MiSeq	Illumina	16S rRNA
1816A	1816	SRR11115226	PRJNA607574		871	1816A..pool871	Illumina MiSeq	Illumina	16S rRNA
1816B	1816	SRR11115225	PRJNA607574		871	1816B..pool871	Illumina MiSeq	Illumina	16S rRNA
1816C	1816	SRR11115223	PRJNA607574		871	1816C..pool871	Illumina MiSeq	Illumina	16S rRNA
1816D	1816	SRR11115222	PRJNA607574		871	1816D..pool871	Illumina MiSeq	Illumina	16S rRNA
1816E	1816	SRR11115221	PRJNA607574		871	1816E..pool871	Illumina MiSeq	Illumina	16S rRNA
1816F	1816	SRR11115220	PRJNA607574		871	1816F..pool871	Illumina MiSeq	Illumina	16S rRNA
1816G	1816	SRR11115219	PRJNA607574		871	1816G..pool871	Illumina MiSeq	Illumina	16S rRNA
1816H	1816	SRR11115218	PRJNA607574		871	1816H..pool871	Illumina MiSeq	Illumina	16S rRNA
1816I	1816	SRR11115217	PRJNA607574		871	1816I..pool871	Illumina MiSeq	Illumina	16S rRNA
1816J	1816	SRR11115216	PRJNA607574		871	1816J..pool871	Illumina MiSeq	Illumina	16S rRNA
184D	184	SRR11420752	PRJNA545312		502	184D..pool502	Illumina MiSeq	Illumina	16S rRNA
184E	184	SRR11420751	PRJNA545312		502	184E..pool502	Illumina MiSeq	Illumina	16S rRNA
184F	184	SRR11420750	PRJNA545312		502	184F..pool502	Illumina MiSeq	Illumina	16S rRNA
184G	184	SRR11420749	PRJNA545312		502	184G..pool502	Illumina MiSeq	Illumina	16S rRNA
184H	184	SRR11420748	PRJNA545312		502	184H..pool502	Illumina MiSeq	Illumina	16S rRNA
194I	194	SRR11420680	PRJNA545312		502	194I..pool502	Illumina MiSeq	Illumina	16S rRNA
211G	211	SRR11421141	PRJNA545312		502	211G..pool502	Illumina MiSeq	Illumina	16S rRNA
2121A	2121	SRR11116778	PRJNA607574		952	2121A..pool952	Illumina MiSeq	Illumina	16S rRNA
2121B	2121	SRR11116777	PRJNA607574		952	2121B..pool952	Illumina MiSeq	Illumina	16S rRNA
2121C	2121	SRR11116776	PRJNA607574		952	2121C..pool952	Illumina MiSeq	Illumina	16S rRNA
2121D	2121	SRR11116774	PRJNA607574		952	2121D..pool952	Illumina MiSeq	Illumina	16S rRNA
2121E	2121	SRR11116773	PRJNA607574		952	2121E..pool952	Illumina MiSeq	Illumina	16S rRNA
2121F	2121	SRR11116772	PRJNA607574		952	2121F..pool952	Illumina MiSeq	Illumina	16S rRNA
2121G	2121	SRR11116771	PRJNA607574		952	2121G..pool952	Illumina MiSeq	Illumina	16S rRNA
2121H	2121	SRR11116770	PRJNA607574		952	2121H..pool952	Illumina MiSeq	Illumina	16S rRNA
2121I	2121	SRR11116769	PRJNA607574		952	2121I..pool952	Illumina MiSeq	Illumina	16S rRNA
2133A	2133	SRR11116753	PRJNA607574		952	2133A..pool952	Illumina MiSeq	Illumina	16S rRNA
2133B	2133	SRR11116751	PRJNA607574		952	2133B..pool952	Illumina MiSeq	Illumina	16S rRNA
2133C	2133	SRR11116750	PRJNA607574		952	2133C..pool952	Illumina MiSeq	Illumina	16S rRNA
2133D	2133	SRR11116749	PRJNA607574		952	2133D..pool952	Illumina MiSeq	Illumina	16S rRNA
2133E	2133	SRR11116748	PRJNA607574		952	2133E..pool952	Illumina MiSeq	Illumina	16S rRNA
2133F	2133	SRR11116747	PRJNA607574		952	2133F..pool952	Illumina MiSeq	Illumina	16S rRNA
2133G	2133	SRR11116746	PRJNA607574		952	2133G..pool952	Illumina MiSeq	Illumina	16S rRNA
2144A	2144	SRR11116738	PRJNA607574		952	2144A..pool952	Illumina MiSeq	Illumina	16S rRNA
2144B	2144	SRR11116737	PRJNA607574		952	2144B..pool952	Illumina MiSeq	Illumina	16S rRNA
2144C	2144	SRR11116736	PRJNA607574		952	2144C..pool952	Illumina MiSeq	Illumina	16S rRNA
2145A	2145	SRR11116733	PRJNA607574		952	2145A..pool952	Illumina MiSeq	Illumina	16S rRNA
2147A	2147	SRR11116732	PRJNA607574		952	2147A..pool952	Illumina MiSeq	Illumina	16S rRNA
2147B	2147	SRR11116731	PRJNA607574		952	2147B..pool952	Illumina MiSeq	Illumina	16S rRNA
2147C	2147	SRR11116729	PRJNA607574		952	2147C..pool952	Illumina MiSeq	Illumina	16S rRNA
2147D	2147	SRR11116728	PRJNA607574		952	2147D..pool952	Illumina MiSeq	Illumina	16S rRNA
2147E	2147	SRR11116727	PRJNA607574		952	2147E..pool952	Illumina MiSeq	Illumina	16S rRNA
2150A	2150	SRR11116685	PRJNA607574		952	2150A..pool952	Illumina MiSeq	Illumina	16S rRNA
2150B	2150	SRR11116684	PRJNA607574		952	2150B..pool952	Illumina MiSeq	Illumina	16S rRNA
2150C	2150	SRR11116683	PRJNA607574		952	2150C..pool952	Illumina MiSeq	Illumina	16S rRNA
2150D	2150	SRR11116682	PRJNA607574		952	2150D..pool952	Illumina MiSeq	Illumina	16S rRNA
2150E	2150	SRR11116681	PRJNA607574		952	2150E..pool952	Illumina MiSeq	Illumina	16S rRNA
2151C	2151	SRR11116674	PRJNA607574		952	2151C..pool952	Illumina MiSeq	Illumina	16S rRNA
2151E	2151	SRR11116673	PRJNA607574		952	2151E..pool952	Illumina MiSeq	Illumina	16S rRNA
222G	222	SRR11421606	PRJNA545312		502	222G..pool502	Illumina MiSeq	Illumina	16S rRNA
226H	226	SRR11421460	PRJNA545312		502	226H..pool502	Illumina MiSeq	Illumina	16S rRNA
226I	226	SRR11421459	PRJNA545312		502	226I..pool502	Illumina MiSeq	Illumina	16S rRNA
226J	226	SRR11421458	PRJNA545312		502	226J..pool502	Illumina MiSeq	Illumina	16S rRNA
251B	251	SRR11420668	PRJNA545312		502	251B..pool502	Illumina MiSeq	Illumina	16S rRNA
251D	251	SRR11420667	PRJNA545312		502	251D..pool502	Illumina MiSeq	Illumina	16S rRNA
251E	251	SRR11420666	PRJNA545312		502	251E..pool502	Illumina MiSeq	Illumina	16S rRNA
251F	251	SRR11420665	PRJNA545312		502	251F..pool502	Illumina MiSeq	Illumina	16S rRNA
251G	251	SRR11421367	PRJNA545312		502	251G..pool502	Illumina MiSeq	Illumina	16S rRNA
251H	251	SRR11421366	PRJNA545312		502	251H..pool502	Illumina MiSeq	Illumina	16S rRNA
251I	251	SRR11421365	PRJNA545312		502	251I..pool502	Illumina MiSeq	Illumina	16S rRNA
251J	251	SRR11421364	PRJNA545312		502	251J..pool502	Illumina MiSeq	Illumina	16S rRNA
269A	269	SRR11421209	PRJNA545312		502	269A..pool502	Illumina MiSeq	Illumina	16S rRNA
269C	269	SRR11421208	PRJNA545312		502	269C..pool502	Illumina MiSeq	Illumina	16S rRNA
278E	278	SRR11421641	PRJNA545312		502	278E..pool502	Illumina MiSeq	Illumina	16S rRNA
289A	289	SRR11415798	PRJNA545312		502	289A..pool502	Illumina MiSeq	Illumina	16S rRNA
289B	289	SRR11415787	PRJNA545312		502	289B..pool502	Illumina MiSeq	Illumina	16S rRNA
289C	289	SRR11415585	PRJNA545312		502	289C..pool502	Illumina MiSeq	Illumina	16S rRNA
294A	294	SRR11396791	PRJNA607574		502	294A..pool502	Illumina MiSeq	Illumina	16S rRNA
294B	294	SRR11396790	PRJNA607574		502	294B..pool502	Illumina MiSeq	Illumina	16S rRNA
299A	299	SRR11415696	PRJNA545312		502	299A..pool502	Illumina MiSeq	Illumina	16S rRNA
299B	299	SRR11415881	PRJNA545312		502	299B..pool502	Illumina MiSeq	Illumina	16S rRNA
414A	414	SRR11415582	PRJNA545312		502	414A..pool502	Illumina MiSeq	Illumina	16S rRNA
429A	429	SRR11415944	PRJNA545312		502	429A..pool502	Illumina MiSeq	Illumina	16S rRNA
429B	429	SRR11415943	PRJNA545312		502	429B..pool502	Illumina MiSeq	Illumina	16S rRNA
429C	429	SRR11415942	PRJNA545312		502	429C..pool502	Illumina MiSeq	Illumina	16S rRNA
434A	434	SRR11415454	PRJNA545312		502	434A..pool502	Illumina MiSeq	Illumina	16S rRNA
434B	434	SRR11415453	PRJNA545312		502	434B..pool502	Illumina MiSeq	Illumina	16S rRNA
434C	434	SRR11415452	PRJNA545312		502	434C..pool502	Illumina MiSeq	Illumina	16S rRNA
435A	435	SRR11415451	PRJNA545312		502	435A..pool502	Illumina MiSeq	Illumina	16S rRNA
435C	435	SRR11415450	PRJNA545312		502	435C..pool502	Illumina MiSeq	Illumina	16S rRNA
438B	438	SRR11416267	PRJNA545312		502	438B..pool502	Illumina MiSeq	Illumina	16S rRNA
441A	441	SRR11416261	PRJNA545312		502	441A..pool502	Illumina MiSeq	Illumina	16S rRNA
444A	444	SRR11416256	PRJNA545312		502	444A..pool502	Illumina MiSeq	Illumina	16S rRNA
444B	444	SRR11416255	PRJNA545312		502	444B..pool502	Illumina MiSeq	Illumina	16S rRNA
668F	668	SRR11415500	PRJNA545312	SRR13697165	554	668F..pool554	Illumina MiSeq	Illumina	16S rRNA
668G	668	SRR11415498	PRJNA545312	SRR13697205	554	668G..pool554	Illumina MiSeq	Illumina	16S rRNA
668H	668	SRR11415496	PRJNA545312		554	668H..pool554	Illumina MiSeq	Illumina	16S rRNA
671A	671	SRR11418790	PRJNA545312		298.bmt	671A..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671AA	671	SRR11418779	PRJNA545312		298.bmt	671AA..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671B	671	SRR11418712	PRJNA545312		298.bmt	671B..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671BB	671	SRR11415491	PRJNA545312		298.bmt	671BB..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671C	671	SRR11415490	PRJNA545312		298.bmt	671C..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671CC	671	SRR11415489	PRJNA545312		298.bmt	671CC..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671DD	671	SRR11415487	PRJNA545312		298.bmt	671DD..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671E	671	SRR11415486	PRJNA545312		298.bmt	671E..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671F	671	SRR11415485	PRJNA545312		298.bmt	671F..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671G	671	SRR11418701	PRJNA545312		298.bmt	671G..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671H	671	SRR11418690	PRJNA545312		298.bmt	671H..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671I	671	SRR11419352	PRJNA545312		298.bmt	671I..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671J	671	SRR11419341	PRJNA545312		298.bmt	671J..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671K	671	SRR11419131	PRJNA545312		298.bmt	671K..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671L	671	SRR11419120	PRJNA545312		298.bmt	671L..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671M	671	SRR11419108	PRJNA545312		298.bmt	671M..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671N	671	SRR11419041	PRJNA545312		298.bmt	671N..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671O	671	SRR11419030	PRJNA545312		298.bmt	671O..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671P	671	SRR11418937	PRJNA545312		298.bmt	671P..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671Q	671	SRR11418926	PRJNA545312		298.bmt	671Q..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671R	671	SRR11418915	PRJNA545312		298.bmt	671R..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671S	671	SRR11418820	PRJNA545312		298.bmt	671S..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671T	671	SRR11418809	PRJNA545312		298.bmt	671T..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671U	671	SRR11419331	PRJNA545312		298.bmt	671U..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671V	671	SRR11419320	PRJNA545312		298.bmt	671V..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671W	671	SRR11419308	PRJNA545312		298.bmt	671W..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671X	671	SRR11419297	PRJNA545312		298.bmt	671X..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671Y	671	SRR11419286	PRJNA545312		298.bmt	671Y..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
671Z	671	SRR11419160	PRJNA545312		298.bmt	671Z..pool298.bmt	Illumina MiSeq	Illumina	16S rRNA
864D	864	SRR11418365	PRJNA545312		467	864D..pool467	Illumina MiSeq	Illumina	16S rRNA
866A	866	SRR11418361	PRJNA545312		467	866A..pool467	Illumina MiSeq	Illumina	16S rRNA
866B	866	SRR11418359	PRJNA545312		467	866B..pool467	Illumina MiSeq	Illumina	16S rRNA
866C	866	SRR11418358	PRJNA545312		467	866C..pool467	Illumina MiSeq	Illumina	16S rRNA
866D	866	SRR11418357	PRJNA545312		467	866D..pool467	Illumina MiSeq	Illumina	16S rRNA
870A	870	SRR11418942	PRJNA545312		467	870A..pool467	Illumina MiSeq	Illumina	16S rRNA
870B	870	SRR11418941	PRJNA545312		467	870B..pool467	Illumina MiSeq	Illumina	16S rRNA
870C	870	SRR11418940	PRJNA545312		467	870C..pool467	Illumina MiSeq	Illumina	16S rRNA
870D	870	SRR11418939	PRJNA545312		467	870D..pool467	Illumina MiSeq	Illumina	16S rRNA
870E	870	SRR11418910	PRJNA545312		467	870E..pool467	Illumina MiSeq	Illumina	16S rRNA
870F	870	SRR11418909	PRJNA545312		467	870F..pool467	Illumina MiSeq	Illumina	16S rRNA
875A	875	SRR11418893	PRJNA545312		467	875A..pool467	Illumina MiSeq	Illumina	16S rRNA
875B	875	SRR11418892	PRJNA545312		467	875B..pool467	Illumina MiSeq	Illumina	16S rRNA
875C	875	SRR11418891	PRJNA545312		467	875C..pool467	Illumina MiSeq	Illumina	16S rRNA
875D	875	SRR11418890	PRJNA545312		467	875D..pool467	Illumina MiSeq	Illumina	16S rRNA
875E	875	SRR11418889	PRJNA545312		467	875E..pool467	Illumina MiSeq	Illumina	16S rRNA
877B	877	SRR11418769	PRJNA545312		467	877B..pool467	Illumina MiSeq	Illumina	16S rRNA
877D	877	SRR11418768	PRJNA545312		467	877D..pool467	Illumina MiSeq	Illumina	16S rRNA
877E	877	SRR11418767	PRJNA545312		467	877E..pool467	Illumina MiSeq	Illumina	16S rRNA
884A	884	SRR11419216	PRJNA545312		467	884A..pool467	Illumina MiSeq	Illumina	16S rRNA
884B	884	SRR11419215	PRJNA545312		467	884B..pool467	Illumina MiSeq	Illumina	16S rRNA
884C	884	SRR11419214	PRJNA545312		467	884C..pool467	Illumina MiSeq	Illumina	16S rRNA
884D	884	SRR11419213	PRJNA545312		467	884D..pool467	Illumina MiSeq	Illumina	16S rRNA
884E	884	SRR11419211	PRJNA545312		467	884E..pool467	Illumina MiSeq	Illumina	16S rRNA
885A	885	SRR11419210	PRJNA545312		467	885A..pool467	Illumina MiSeq	Illumina	16S rRNA
885B	885	SRR11419209	PRJNA545312		467	885B..pool467	Illumina MiSeq	Illumina	16S rRNA
885C	885	SRR11419208	PRJNA545312		467	885C..pool467	Illumina MiSeq	Illumina	16S rRNA
885D	885	SRR11419207	PRJNA545312		467	885D..pool467	Illumina MiSeq	Illumina	16S rRNA
885E	885	SRR11419206	PRJNA545312		467	885E..pool467	Illumina MiSeq	Illumina	16S rRNA
888A	888	SRR11419197	PRJNA545312		467	888A..pool467	Illumina MiSeq	Illumina	16S rRNA
888B	888	SRR11419196	PRJNA545312		467	888B..pool467	Illumina MiSeq	Illumina	16S rRNA
888C	888	SRR11419195	PRJNA545312		467	888C..pool467	Illumina MiSeq	Illumina	16S rRNA
888D	888	SRR11419194	PRJNA545312		467	888D..pool467	Illumina MiSeq	Illumina	16S rRNA
889A	889	SRR11419193	PRJNA545312		467	889A..pool467	Illumina MiSeq	Illumina	16S rRNA
889B	889	SRR11419192	PRJNA545312		467	889B..pool467	Illumina MiSeq	Illumina	16S rRNA
889C	889	SRR11419191	PRJNA545312		467	889C..pool467	Illumina MiSeq	Illumina	16S rRNA
894A	894	SRR11419066	PRJNA545312		467	894A..pool467	Illumina MiSeq	Illumina	16S rRNA
894B	894	SRR11419065	PRJNA545312		467	894B..pool467	Illumina MiSeq	Illumina	16S rRNA
894C	894	SRR11419064	PRJNA545312		467	894C..pool467	Illumina MiSeq	Illumina	16S rRNA
899A	899	SRR11419050	PRJNA545312		467	899A..pool467	Illumina MiSeq	Illumina	16S rRNA
899B	899	SRR11419049	PRJNA545312		467	899B..pool467	Illumina MiSeq	Illumina	16S rRNA
899C	899	SRR11418611	PRJNA545312		467	899C..pool467	Illumina MiSeq	Illumina	16S rRNA
904A	904	SRR11418602	PRJNA545312		467	904A..pool467	Illumina MiSeq	Illumina	16S rRNA
904B	904	SRR11418601	PRJNA545312		467	904B..pool467	Illumina MiSeq	Illumina	16S rRNA
904E	904	SRR11418600	PRJNA545312		467	904E..pool467	Illumina MiSeq	Illumina	16S rRNA
907A	907	SRR11418593	PRJNA545312		467	907A..pool467	Illumina MiSeq	Illumina	16S rRNA
907B	907	SRR11418592	PRJNA545312		467	907B..pool467	Illumina MiSeq	Illumina	16S rRNA
907C	907	SRR11418591	PRJNA545312		467	907C..pool467	Illumina MiSeq	Illumina	16S rRNA
908A	908	SRR11418590	PRJNA545312		467	908A..pool467	Illumina MiSeq	Illumina	16S rRNA
908C	908	SRR11418588	PRJNA545312		467	908C..pool467	Illumina MiSeq	Illumina	16S rRNA
908D	908	SRR11418587	PRJNA545312		467	908D..pool467	Illumina MiSeq	Illumina	16S rRNA
908E	908	SRR11418585	PRJNA545312		467	908E..pool467	Illumina MiSeq	Illumina	16S rRNA
